"year","date","site","fieldplot","pair","plot","block","collection","litter","removal","family","genus","species","code","functional_group","life_history","cover","count","nearest_neighbor","percent_cover"
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",3.2,22,0,0.032
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",1,1,0,0.01
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Brassicaceae","Barbarea","vulgaris","BAVU","forb","biennial",0.2,2,0,0.002
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",1,2,0,0.01
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Ranunculaceae","Delphinium","barbeyi","DEBA","forb","perennial",2,2,0,0.02
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",1.8,7,1,0.018
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",0.2,1,0,0.002
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",1.4,7,1,0.014
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",25,6,1,0.25
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Boraginaceae","Hydrophyllum","capitatum","HYCA","forb","perennial",1.5,4,0,0.015
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",5,9,0,0.05
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",5,2,1,0.05
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Fabaceae","Lupinus","argentus","LUAR","legume","perennial",1.3,4,0,0.013
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Poaceae","Melica","spectabilis","MESP","grass","perennial",10,7,0,0.1
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",1.5,3,0,0.015
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",4,4,0,0.04
"0","7/14/23","Emerald Lake","1A",1,1,1,"Pre","Mixed","Removed","Asteraceae","Senecio","crassulus","SECR","forb","perennial",0.3,2,0,0.003
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",0.4,4,0,0.004
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",4.5,2,0,0.045
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Cyperaceae","Carex","Hoodii","CAHO","sedge","perennial",5,5,0,0.05
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",0.5,2,0,0.005
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Ranunculaceae","Delphinium","barbeyi","DEBA","forb","perennial",1,1,0,0.01
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Poaceae","Elymus","glaucus","ELGL","grass","perennial",2,5,1,0.02
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",0.5,2,0,0.005
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",1,5,0,0.01
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",10.5,5,0,0.105
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",10,3,1,0.1
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",10,2,0,0.1
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Poaceae","Melica","spectabilis","MESP","grass","perennial",1,2,0,0.01
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",5.4,5,1,0.054
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Grossulariaceae","Ribes","montigenum","RIMO","shrub","perennial",23,2,0,0.23
"0","7/14/23","Emerald Lake","1B",1,2,1,"Pre","Mixed","Present","Violaceae","Viola","nuttallii","VINU","forb","perennial",0.1,2,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",0.1,3,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",5,1,0,0.05
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Brassicaceae","Barbarea","vulgaris","BAVU","forb","biennial",0.1,1,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Cyperaceae","Carex","Hoodii","CAHO","sedge","perennial",0.5,3,0,0.005
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",3,3,0,0.03
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Ranunculaceae","Delphinium","barbeyi","DEBA","forb","perennial",0.1,1,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Poaceae","Elymus","glaucus","ELGL","grass","perennial",7,16,1,0.07
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",0.3,2,0,0.003
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",0.5,1,0,0.005
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",0.5,1,0,0.005
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Geraniaceae","Geranium","richardsonii","GERI","forb","perennial",1,1,0,0.01
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",15,8,0,0.15
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",2.5,1,0,0.025
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",3,2,0,0.03
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",25,2,0,0.25
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Fabaceae","Lupinus","argentus","LUAR","legume","perennial",7,14,1,0.07
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Poaceae","Melica","spectabilis","MESP","grass","perennial",0.1,1,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Brassicaceae","Noccaea","fendleri","NOFE","forb","perennial",0.1,1,0,0.001
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",4,1,1,0.04
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Asteraceae","Senecio","crassulus","SECR","forb","perennial",0.2,1,0,0.002
"0","7/19/23","Emerald Lake","2A",2,3,2,"Pre","Castilleja","Present","Caprifoliaceae","Valeriana","occidentalis","VAOC","forb","perennial",2.5,3,0,0.025
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",0.3,7,0,0.003
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",6,6,0,0.06
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",10,23,0,0.1
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",2,5,0,0.02
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",0.5,2,1,0.005
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Geraniaceae","Geranium","richardsonii","GERI","forb","perennial",2,2,0,0.02
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",15,1,0,0.15
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",6,4,0,0.06
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",1.5,1,0,0.015
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Poaceae","Melica","spectabilis","MESP","grass","perennial",4,6,0,0.04
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",1,2,1,0.01
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Brassicaceae","Noccaea","fendleri","NOFE","forb","perennial",0.2,1,0,0.002
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",5,2,0,0.05
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Asteraceae","Senecio","crassulus","SECR","forb","perennial",4,5,1,0.04
"0","7/19/23","Emerald Lake","2B",2,4,2,"Pre","Castilleja","Removed","Caprifoliaceae","Valeriana","occidentalis","VAOC","forb","perennial",5,4,0,0.05
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",1,5,0,0.01
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Brassicaceae","Barbarea","vulgaris","BAVU","forb","biennial",0.2,1,0,0.002
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",8,7,0,0.08
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Ranunculaceae","Delphinium","barbeyi","DEBA","forb","perennial",10,5,0,0.1
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",10,5,0,0.1
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",2.5,2,1,0.025
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",8,8,0,0.08
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",7,7,1,0.07
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Geraniaceae","Geranium","richardsonii","GERI","forb","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",18,5,0,0.18
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",18,11,1,0.18
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",25,4,0,0.25
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Fabaceae","Lupinus","argentus","LUAR","legume","perennial",2.5,1,0,0.025
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Poaceae","Melica","spectabilis","MESP","grass","perennial",5,4,1,0.05
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",3,3,0,0.03
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",1,1,1,0.01
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Grossulariaceae","Ribes","montigenum","RIMO","shrub","perennial",3,2,0,0.03
"0","7/17/23","Emerald Lake","3A",3,5,2,"Pre","Community","Removed","Asteraceae","Senecio","crassulus","SECR","forb","perennial",8,5,1,0.08
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",0.5,7,0,0.005
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",4,1,0,0.04
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Brassicaceae","Barbarea","vulgaris","BAVU","forb","biennial",0.1,1,0,0.001
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Poaceae","Elymus","glaucus","ELGL","grass","perennial",4,7,1,0.04
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",0.3,3,0,0.003
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",10,8,1,0.1
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",6,1,0,0.06
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",8,3,0,0.08
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",15,9,1,0.15
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Poaceae","Melica","spectabilis","MESP","grass","perennial",4,3,0,0.04
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",2,4,0,0.02
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",1,2,0,0.01
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Grossulariaceae","Ribes","montigenum","RIMO","shrub","perennial",20,3,0,0.2
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Asteraceae","Senecio","crassulus","SECR","forb","perennial",3,3,1,0.03
"0","7/17/23","Emerald Lake","3B",3,6,2,"Pre","Community","Present","Caprifoliaceae","Valeriana","occidentalis","VAOC","forb","perennial",0.5,1,0,0.005
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",5,9,0,0.05
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",0.5,1,0,0.005
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",12,10,1,0.12
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",2,1,0,0.02
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",1,2,0,0.01
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",8,5,1,0.08
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",20,1,0,0.2
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Boraginaceae","Hydrophyllum","capitatum","HYCA","forb","perennial",1,2,0,0.01
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",8,5,0,0.08
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",25,5,0,0.25
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Poaceae","Melica","spectabilis","MESP","grass","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",1,2,0,0.01
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",2,1,0,0.02
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Asteraceae","Senecio","crassulus","SECR","forb","perennial",2,1,0,0.02
"0","7/17/23","Emerald Lake","4A",4,7,2,"Pre","Mixed","Removed","Caprifoliaceae","Valeriana","occidentalis","VAOC","forb","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",1,5,0,0.01
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Poaceae","Elymus","glaucus","ELGL","grass","perennial",8,8,1,0.08
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Asteraceae","Erigeron","speciosus","ERSP","forb","perennial",1.5,1,0,0.015
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Rosaceae","Fragaria","virginiana","FRVI","forb","perennial",4,6,0,0.04
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Gentianaceae","Gentiana","parryi","GEPA","forb","perennial",2.5,2,0,0.025
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",4,2,0,0.04
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",6,1,0,0.06
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",2,2,1,0.02
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",10,2,0,0.1
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Poaceae","Melica","spectabilis","MESP","grass","perennial",3,5,1,0.03
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Poaceae","Phleum","alpinum","PHAL","grass","perennial",1,3,0,0.01
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",4,2,0,0.04
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Ranunculaceae","Ranunculus","inamoenus","RAIN","forb","perennial",0.1,1,0,0.001
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Grossulariaceae","Ribes","montigenum","RIMO","shrub","perennial",25,3,1,0.25
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Asteraceae","Senecio","crassulus","SECR","forb","perennial",4,3,1,0.04
"0","7/17/23","Emerald Lake","4B",4,8,2,"Pre","Mixed","Present","Thalictraceae","Thalictrum","fendleri","THFE","forb","perennial",8,6,1,0.08
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",0.1,2,0,0.001
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",10,4,1,0.1
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Poaceae","Elymus","glaucus","ELGL","grass","perennial",15,15,1,0.15
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",6,2,0,0.06
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Liliaceae","Erythronium","grandiflorum","ERGR","forb","perennial",0.5,1,0,0.005
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Geraniaceae","Geranium","richardsonii","GERI","forb","perennial",1,4,0,0.01
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",25,2,0,0.25
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Fabaceae","Lupinus","argentus","LUAR","legume","perennial",2,2,0,0.02
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",6,3,0,0.06
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Rosaceae","Potentilla","gracilis","POGR","forb","perennial",2,2,0,0.02
"0","7/19/23","Emerald Lake","5A",5,9,3,"Pre","Mixed","Present","Caprifoliaceae","Valeriana","occidentalis","VAOC","forb","perennial",5,7,1,0.05
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Primulaceae","Androsace","septentrionalis","ANSE","forb","annual",2,6,0,0.02
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",1,2,0,0.01
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",8,9,1,0.08
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",5,2,0,0.05
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Rubiaceae","Galium","bifolium","GABI","forb","perennial",1,15,0,0.01
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Geraniaceae","Geranium","richardsonii","GERI","forb","perennial",8,2,1,0.08
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",2,2,0,0.02
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Boraginaceae","Mertensia","ciliata","MECI","forb","perennial",0.5,2,0,0.005
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Brassicaceae","Noccaea","fendleri","NOFE","forb","perennial",0.1,3,0,0.001
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Poaceae","Poa","pretensis","POPR","grass","perennial",5,1,0,0.05
"0","7/19/23","Emerald Lake","5B",5,10,3,"Pre","Mixed","Removed","Polygonaceae","Rumex","salicifolius","RUSA","forb","perennial",2,2,0,0.02
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Ranunculaceae","Aquilegia","Coerulea","AQCO","forb","perennial",7,2,0,0.07
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Brassicaceae","Barbarea","vulgaris","BAVU","forb","biennial",1,2,0,0.01
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Onagraceae","Chamaenuerion","angustifolium","CHAN","forb","perennial",3,4,0,0.03
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Poaceae","Elymus","glaucus","ELGL","grass","perennial",8,10,1,0.08
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Asteraceae","Erigeron","coulteri","ERCO","forb","perennial",1,1,0,0.01
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Asteraceae","Helianthella","quinquenervis","HEQU","forb","perennial",8,5,1,0.08
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Apiaceae","Heracleum","maximum","HEMA","forb","perennial",2,1,0,0.02
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Boraginaceae","Hydrophyllum","capitatum","HYCA","forb","perennial",1,1,1,0.01
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Asteraceae","Hymenoxys","hoopesii","HYHO","forb","perennial",5,3,0,0.05
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Apiaceae","Ligusticum","porteri","LIPO","forb","perennial",10,1,0,0.1
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Fabaceae","Lupinus","argentus","LUAR","legume","perennial",1.5,2,0,0.015
"0","7/17/23","Emerald Lake","6A",6,11,3,"Pre","Community","Removed","Poaceae","Melica","spectabilis","MESP","grass","perennial",0.5,2,0,0.005
