Year,Date,Site,Field Plot,Pair,Plot,Treatment,Agastache urticifolia,Amelanchier alnifolia,Arctostaphylos uva-ursi,Artemisia tridentada,Berberis repens,Boechera stricta,Bromus inermis,Calochortus gunnisonii,Carex sp.,Castilleja linariifolia,Collomia linearis,Crepis sp.,Delphinum nuttalliianum,Elymus elymoides,Elymus glaucus,Eremogone congesta,Erigeron speciosus,Erigeron sp.,Eriogonum umbellatum,Festuca thurberi,Galium bifolium,Gayophytum sp.,Heliomerus multiflora ,Achnatherum sp.,Heterotheca sp.,Ipomopsis aggregatta,Juniperus communis,Koeleria macrantha,Lathyrus lanszwertii,Linum lewisii,Lomatium dissectum,Lupinus sp. ,Poa pratensis,Poa sp.,Populus tremuloides,Potentilla hippiana,Rosa blanda,Senecio integerrimus,Symphoricarpos rotundifolius,Vicia americana,Viola praemorsa,Wyethia amplexicaulis
2023,7/7/23,Deer Creek 1,C1,1,1,Castilleja,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
2023,7/7/23,Deer Creek 1,C1C,1,2,Control,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2023,7/7/23,Deer Creek 1,C2,2,3,Castilleja,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,1,1,15,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
2023,7/7/23,Deer Creek 1,C2C,2,4,Control,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,2,0
2023,7/11/23,Deer Creek 1,C3,3,5,Castilleja,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,0,2,0,0,0,2,0
2023,7/11/23,Deer Creek 1,C3C,3,6,Control,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0
2023,7/11/23,Deer Creek 1,C4,4,7,Castilleja,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
2023,7/11/23,Deer Creek 1,C4C,4,8,Control,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,7/11/23,Deer Creek 1,C5,5,9,Castilleja,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,15,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2023,7/11/23,Deer Creek 1,C5C,5,10,Control,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2023,7/11/23,Deer Creek 1,C6,6,11,Castilleja,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
2023,7/11/23,Deer Creek 1,C6C,6,12,Control,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2023,7/11/23,Deer Creek 1,C7,7,13,Castilleja,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,3,0,0,0
2023,7/11/23,Deer Creek 1,C7C,7,14,Control,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
2023,7/11/23,Deer Creek 1,C8,8,15,Castilleja,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0
2023,7/11/23,Deer Creek 1,C8C,8,16,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
2023,7/11/23,Deer Creek 1,C9,9,17,Castilleja,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,3,0,0
2023,7/11/23,Deer Creek 1,C9C,9,18,Control,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,15,15,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0
2023,7/13/23,Deer Creek 1,C10,10,19,Castilleja,3,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,5,0,0,0,15,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,1,0
2023,7/13/23,Deer Creek 1,C10C,10,20,Control,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,15,15,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,3,0,1,0
2023,7/13/23,Deer Creek 1,C11,11,21,Castilleja,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,7/13/23,Deer Creek 1,C11C,11,22,Control,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C12,12,23,Castilleja,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,1,15,15,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2023,7/13/23,Deer Creek 1,C12C,12,24,Control,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,15,15,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
2023,7/13/23,Deer Creek 1,C13,13,25,Castilleja,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,15,15,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C13C,13,26,Control,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0
2023,7/13/23,Deer Creek 1,C14,14,27,Castilleja,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,7/13/23,Deer Creek 1,C14C,14,28,Control,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C15,15,29,Castilleja,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C15C,15,30,Control,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C16,16,31,Castilleja,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
2023,7/13/23,Deer Creek 1,C16C,16,32,Control,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C17,17,33,Castilleja,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C17C,17,34,Control,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C18,18,35,Castilleja,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,15,15,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
2023,7/13/23,Deer Creek 1,C18C,18,36,Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,7/13/23,Deer Creek 1,C19,19,37,Castilleja,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C19C,19,38,Control,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,7/13/23,Deer Creek 1,C20,20,39,Castilleja,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0
2023,7/13/23,Deer Creek 1,C20C,20,40,Control,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0
2023,7/14/23,Deer Creek 2,D1,21,41,Castilleja,0,0,0,1,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D1C,21,42,Control,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D2,22,43,Castilleja,0,0,0,3,4,0,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,7/14/23,Deer Creek 2,D2C,22,44,Control,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D3,23,45,Castilleja,0,1,0,3,2,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D3C,23,46,Control,0,0,0,2,0,1,0,0,15,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D4,24,47,Castilleja,0,1,1,1,1,0,0,0,15,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D4C,24,48,Control,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0
2023,7/14/23,Deer Creek 2,D5,25,49,Castilleja,0,1,0,1,3,0,0,0,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,7/14/23,Deer Creek 2,D5C,25,50,Control,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D6,26,51,Castilleja,0,1,1,0,5,0,0,0,2,1,0,0,0,3,0,1,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,7/14/23,Deer Creek 2,D6C,26,52,Control,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D7,27,53,Castilleja,0,0,2,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D7C,27,54,Control,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2023,7/18/23,Deer Creek 2,D8,28,55,Castilleja,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D8C,28,56,Control,0,1,0,0,6,0,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,15,0,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D9,29,57,Castilleja,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D9C,29,58,Control,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,7,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D10,30,59,Castilleja,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,3,0,0,15,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D10C,30,60,Control,0,2,0,2,3,0,0,0,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D11,31,61,Castilleja,0,1,5,0,1,0,0,1,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D11C,31,62,Control,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D12,32,63,Castilleja,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D12C,32,64,Control,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D13,33,65,Castilleja,0,1,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D13C,33,66,Control,0,2,2,1,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D14,34,67,Castilleja,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D14C,34,68,Control,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
2023,7/18/23,Deer Creek 2,D15,35,69,Castilleja,0,0,6,4,0,0,0,0,6,1,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,1
2023,7/18/23,Deer Creek 2,D15C,35,70,Control,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D16,36,71,Castilleja,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
2023,7/18/23,Deer Creek 2,D16C,36,72,Control,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D17,37,73,Castilleja,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D17C,37,74,Control,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,6,0,15,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D18,38,75,Castilleja,0,2,2,0,0,0,0,3,5,1,0,0,0,0,0,7,0,0,3,1,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D18C,38,76,Control,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
2023,7/18/23,Deer Creek 2,D19,39,77,Castilleja,0,3,1,0,1,0,0,1,5,1,0,0,0,0,0,4,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,7/18/23,Deer Creek 2,D19C,39,78,Control,0,0,4,1,0,0,0,0,9,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D20,40,79,Castilleja,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,1,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7/18/23,Deer Creek 2,D20C,40,80,Control,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0