"Year","Date","Site","Field.plot","Pair","Plot","Treatment","Achnatherum.sp.","Agoseris.sp.","Castilleja.septentrionalis","Taraxacum.officinale","Elymus.lanceolatus","Erigeron.subtrinervis","Lathyrus.lanszwertii","Poa.pratensis","Deschampsia.cespitosa","Potentilla.pulcherrima","Thalictrum.fendleri","Achillea.millefolium","Ipomopsis.aggregata","Valeriana.occidentalis","Solidago.multiradiata","Boechera.stricta","Artemisia.dracunculus","Dactylis.glomerata","Carex.sp.","Fragaria.virginiana","Anemone.multifida","Hymenoxys.hoopesii","Senecio.crassulus","Cirsium.griseum","Pyrrocoma.crocea","Phleum.alpinum","Draba.spectabilis","Erigeron.leiomerus","Poa.alpina","Erigeron.coulteri","Eremogone.congesta","Valeriana.edulis","Delphinium.barbeyi","Viola.adunca","Androsace.septentrionales","Aquilegia.coerulea","Astragalus.alpinus","Botrychium.sp.","Bromus.inermis","Campanula.petiolata","Carex.sp...obtusata..geyeri.","Carex.pityophila","Carex.sp...chalciolepis..ebenea..egglestonii..hoodii..","Chenopodium.atrovirens","Cymopterus.lemmonii","Danthonia.parryi","Delphinium.nuttalianum","Erigeron.speciosus","Eriogonum.umbellatum.majus","Frasera.speciosa","Galium.boreale","Gentiana.parryi","Helianthella.quinquenerva","Heterotheca.sp.","Lomatium.triternatum","Lupinus.argenteus","Maianthemum.stellatum","Mertensia.brevistyla","Moehringia.sp.","Noccaea.fendleri","Oreochrysum.parryi","Poa.compressa","Poa.fendleriana","Polygonum.sp.","Populus.balsamifera","Potentilla.glaucophylla","Sedum.lanceolatum","Sibbaldia.procumbens","Silene.drummondii","Trisetum.canescens","Trisetum.spicatum","Vicia.americana"
2023,"8/1/23","Emerald Lake","F9C",69,138,"Control",0,0,0,0,2,0,0,0,4,7,0,3,0,0,0,0,0,0,0,4,6,0,4,0,0,0,15,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F10",70,139,"Castilleja",0,0,2,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,7,7,1,0,5,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F10C",70,140,"Control",0,0,0,0,3,0,0,0,2,3,0,4,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F11",71,141,"Castilleja",0,0,2,0,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F11C",71,142,"Control",0,0,0,1,3,0,0,0,1,8,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F12",72,143,"Castilleja",0,0,2,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/1/23","Emerald Lake","F12C",72,144,"Control",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F13",73,145,"Castilleja",0,3,2,3,0,0,0,0,7,9,0,1,0,0,0,0,0,0,3,7,0,0,5,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F13C",73,146,"Control",0,0,0,5,0,0,0,0,3,6,0,7,0,0,0,0,0,0,2,5,0,0,5,0,0,0,5,0,0,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F14",74,147,"Castilleja",0,2,2,0,0,0,0,0,7,7,4,1,0,0,0,1,0,0,6,4,1,0,3,4,0,0,5,0,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F14C",74,148,"Control",0,3,0,4,1,0,0,0,5,6,1,3,0,0,0,0,0,0,0,6,1,0,9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F15",75,149,"Castilleja",0,4,2,3,3,0,0,0,4,10,0,2,0,0,0,0,0,0,0,9,2,0,5,0,0,0,5,8,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F15C",75,150,"Control",0,2,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,5,20,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F16",76,151,"Castilleja",0,0,1,1,2,0,0,0,5,9,0,0,0,0,0,0,0,0,0,4,2,0,9,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F16C",76,152,"Control",0,5,0,0,1,0,0,0,5,6,2,7,0,0,0,0,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F17",77,153,"Castilleja",0,1,1,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,6,2,0,5,0,0,0,5,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F17C",77,154,"Control",0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,6,1,0,5,1,0,0,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F18",78,155,"Castilleja",0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,4,4,0,4,5,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F18C",78,156,"Control",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F19",79,157,"Castilleja",0,2,1,3,0,0,0,0,3,5,0,5,0,0,0,0,0,0,3,8,3,0,3,0,0,0,5,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F19C",79,158,"Control",0,5,0,1,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,7,2,0,6,0,0,0,5,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F20",80,159,"Castilleja",0,1,1,0,2,0,0,0,6,6,0,12,0,0,0,0,0,0,0,7,4,0,7,0,0,0,5,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"8/3/23","Emerald Lake","F20C",80,160,"Control",0,0,0,3,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,5,4,0,5,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"7/10/24","Avery","C1",21,41,"Castilleja",0,0,1,10,7,0,0,7,0,3,0,8,2,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C1C",21,42,"Control",1,1,0,7,0,0,0,5,0,1,1,1,7,0,0,1,NA,0,NA,11,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C2",22,43,"Castilleja",0,3,1,12,0,0,0,10,0,15,1,0,1,2,0,0,NA,4,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C2C",22,44,"Control",0,0,0,30,0,0,0,11,0,3,0,0,3,0,0,0,NA,3,NA,0,0,0,0,0,NA,0,0,0,0,4,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C3",23,45,"Castilleja",1,4,2,30,0,0,0,1,0,5,0,8,6,0,0,0,NA,3,NA,0,0,0,0,0,NA,0,0,0,0,4,0,0,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C3C",23,46,"Control",3,2,0,10,1,0,0,7,0,2,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C4",24,47,"Castilleja",0,3,1,20,1,0,0,3,0,4,0,1,0,0,0,0,NA,0,NA,3,0,0,0,0,NA,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C4C",24,48,"Control",2,2,0,10,0,0,3,0,0,3,0,0,2,0,0,0,NA,2,NA,1,0,0,0,0,NA,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C5",25,49,"Castilleja",1,6,1,40,0,0,0,1,0,5,0,0,4,0,0,0,NA,1,NA,1,0,0,0,0,NA,0,0,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C5C",25,50,"Control",0,7,0,10,2,0,0,1,0,6,0,0,2,0,0,0,NA,0,NA,1,0,0,0,0,NA,0,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C6",26,51,"Castilleja",1,3,1,10,0,0,0,0,0,5,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C6C",26,52,"Control",4,6,0,40,0,0,0,0,0,5,0,0,3,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C7",27,53,"Castilleja",0,6,2,30,0,0,0,0,0,5,0,0,2,0,0,0,NA,0,NA,3,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C7C",27,54,"Control",0,0,0,15,1,0,0,0,0,4,0,0,4,3,0,0,NA,0,NA,2,0,0,0,0,NA,0,0,0,0,2,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C8",28,55,"Castilleja",0,3,1,2,1,0,0,1,0,3,0,0,0,3,0,0,NA,0,NA,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/10/24","Avery","C8C",28,56,"Control",0,2,0,10,1,0,0,0,0,2,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C9",29,57,"Castilleja",0,1,1,30,0,3,0,0,0,6,0,1,0,1,0,0,NA,0,NA,8,0,3,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C9C",29,58,"Control",0,9,0,20,0,5,0,8,0,5,0,0,1,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C10",30,59,"Castilleja",1,3,1,20,0,0,0,0,0,9,0,0,3,0,0,0,NA,4,NA,0,0,0,0,0,NA,0,0,0,0,2,0,0,NA,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C10C",30,60,"Control",0,0,0,20,0,2,0,0,0,5,0,0,3,0,0,0,NA,4,NA,0,0,3,0,0,NA,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C11",31,61,"Castilleja",2,0,3,25,2,3,0,20,0,2,0,0,6,1,0,0,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C11C",31,62,"Control",0,0,0,8,0,2,0,30,0,3,2,0,2,1,0,0,NA,2,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C12",32,63,"Castilleja",1,0,2,25,0,3,0,20,0,2,0,0,6,1,3,0,NA,3,NA,0,0,0,0,0,NA,0,0,0,0,2,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,4,0
2024,"7/11/24","Avery","C12C",32,64,"Control",3,1,0,4,0,1,1,6,0,3,0,0,0,3,0,0,NA,2,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C13",33,65,"Castilleja",3,3,2,9,0,2,0,5,0,0,0,0,4,0,2,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,2,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C13C",33,66,"Control",2,10,0,6,1,0,0,0,0,0,0,0,2,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C14",34,67,"Castilleja",4,7,2,15,0,4,0,0,0,0,0,0,2,1,0,0,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C14C",34,68,"Control",0,5,0,10,0,1,0,0,0,2,0,0,6,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C15",35,69,"Castilleja",0,2,1,6,0,2,0,0,0,3,0,1,6,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C15C",35,70,"Control",2,2,0,6,0,4,0,0,0,7,0,2,2,0,0,0,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C16",36,71,"Castilleja",3,3,1,7,0,0,0,6,0,5,0,7,2,0,3,2,NA,2,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C16C",36,72,"Control",0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C17",37,73,"Castilleja",4,2,2,30,0,0,0,3,0,4,0,3,1,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C17C",37,74,"Control",0,1,0,30,1,0,0,0,0,2,0,3,5,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C18",38,75,"Castilleja",0,7,2,9,2,1,0,0,0,4,0,0,4,2,0,0,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C18C",38,76,"Control",0,1,0,12,5,0,0,3,0,3,0,0,5,1,0,0,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C19",39,77,"Castilleja",1,3,2,20,1,2,0,0,0,3,0,1,0,5,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C19C",39,78,"Control",0,5,0,25,3,2,0,0,0,4,0,2,0,1,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C20",40,79,"Castilleja",0,3,2,30,0,0,0,0,0,4,0,0,2,1,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/11/24","Avery","C20C",40,80,"Control",0,7,0,18,0,0,0,0,0,1,0,5,4,2,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E1",41,81,"Castilleja",0,0,1,4,0,0,0,15,0,0,0,0,8,0,3,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,1,NA,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1
2024,"7/18","Copper Creek","E1C",41,82,"Control",0,0,0,6,0,0,0,10,0,1,3,0,1,0,2,1,NA,0,NA,2,0,0,0,0,NA,0,0,0,1,0,3,0,NA,3,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,NA,4,0,0,0,7,0,0,0,0,0,0,4,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E2",42,83,"Castilleja",0,0,2,1,0,0,1,11,0,0,4,0,0,0,2,2,NA,0,NA,0,10,0,0,0,NA,0,0,0,0,0,5,0,NA,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,NA,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E2C",42,84,"Control",0,0,0,4,0,0,0,6,0,3,2,0,0,0,0,7,NA,0,NA,0,4,0,0,0,NA,0,0,0,0,0,8,0,NA,3,0,0,0,0,0,2,5,0,0,0,1,0,0,1,0,0,0,NA,3,0,0,0,2,3,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
2024,"7/18","Copper Creek","E3",43,85,"Castilleja",0,1,1,9,0,0,0,8,0,0,3,1,3,0,0,1,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,0,5,0,0,13,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E3C",43,86,"Control",0,0,0,9,0,0,0,10,0,2,0,0,1,0,0,0,NA,0,NA,0,2,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,0,4,0,0,4,0,0,0,2,1,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
2024,"7/18","Copper Creek","E4",44,87,"Castilleja",0,0,1,4,0,0,0,10,0,0,0,0,0,0,0,2,NA,0,NA,0,2,0,0,0,NA,0,0,0,1,0,5,0,NA,0,0,0,9,0,0,15,0,0,0,0,0,0,0,1,0,1,0,NA,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,NA,0,0,0,0
