date,site,who,transect,segment,round,gross_ID,plant,insect_order
7/2/20,Pfeiler,HB,T3,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/2/20,Virginia Basin,CS,T3,2,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,CS,T3,2,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,CS,T3,2,1,Small black solitary bee,Draba aurea,Hymenoptera
7/2/20,Virginia Basin,CS,T3,2,1,Other fly,Senecio crassulus,Diptera
7/2/20,Pfeiler,KA,T1,3,NA,Bombus bifarius,Senecio crassulus,Hymenoptera
7/2/20,Virginia Basin,CS,T1,3,1,Small black solitary bee,Draba aurea,Hymenoptera
7/2/20,Virginia Basin,CS,T1,3,1,Hemipteran,Fragaria virginiana,Hemiptera
7/2/20,Pfeiler,HB,T2,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/2/20,Virginia Basin,AS,T2,3,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Pfeiler,KA,T3,3,NA,Small black solitary bee,Ligusticum porteri,Hymenoptera
7/2/20,Pfeiler,KA,T3,3,NA,Small black solitary bee,Linum lewisii,Hymenoptera
7/2/20,Pfeiler,KA,T3,3,NA,Hemipteran,Ligusticum porteri,Hemiptera
7/2/20,Pfeiler,KA,T3,3,NA,Other fly,Linum lewisii,Diptera
7/2/20,Pfeiler,KA,T3,3,NA,Other fly,Linum lewisii,Diptera
7/2/20,Virginia Basin,CS,T3,3,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,TR,T2,4,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,TR,T2,4,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,TR,T2,4,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Pfeiler,HB,T3,4,NA,Other fly,Senecio crassulus,Diptera
7/2/20,Pfeiler,HB,T3,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/2/20,Pfeiler,KA,T2,5,NA,Syrphidae,Senecio crassulus,Diptera
7/2/20,Virginia Basin,TR,T2,5,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Pfeiler,HB,T3,5,NA,Other fly,Senecio crassulus,Diptera
7/2/20,Pfeiler,HB,T3,5,NA,Syrphidae,Senecio crassulus,Diptera
7/2/20,Pfeiler,HB,T3,5,NA,Moths,Senecio crassulus,Lepidoptera
7/2/20,Virginia Basin,TR,T3,5,1,Small metallic solitary bee,Fragaria virginiana,Hymenoptera
7/2/20,Virginia Basin,TR,T3,5,1,Other fly,Pseudocymopterus montanus,Diptera
7/6/20,Ohio Pass High,TR,T2,1,NA,Other fly,Senecio crassulus,Diptera
7/6/20,Ohio Pass High,TR,T2,2,NA,Small black solitary bee,Senecio crassulus,Hymenoptera
7/6/20,Ohio Pass High,TR,T2,2,NA,Bombyliidae,Senecio crassulus,Diptera
7/6/20,Ohio Pass High,TR,T2,2,NA,Other fly,Senecio crassulus,Diptera
7/6/20,Ohio Pass High,KA,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/6/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/6/20,Ohio Pass High,HB,T2,4,NA,Other fly,Ligusticum porteri,Diptera
7/6/20,Ohio Pass High,HB,T2,4,NA,Other fly,Ligusticum porteri,Diptera
7/6/20,Ohio Pass High,CS,T1,5,NA,Other fly,Ligusticum porteri,Diptera
7/8/20,Emerald Lake Shore,AL,T1,1,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/20,Emerald Lake Hill,TR,T2,1,NA,Wasps,Ligusticum porteri,Hymenoptera
7/8/20,Emerald Lake Shore,TR,T2,1,NA,Syrphidae,Fragaria virginiana,Diptera
7/8/20,Emerald Lake Shore,TR,T2,1,NA,Bombyliidae,Fragaria virginiana,Diptera
7/8/20,Emerald Lake Shore,TR,T1,2,NA,Hemipteran,Fragaria virginiana,Hemiptera
7/8/20,Emerald Lake Shore,TR,T3,2,NA,Other fly,Pseudocymopterus montanus,Diptera
7/8/20,Emerald Lake Shore,HB,T3,2,NA,Hemipteran,Potentilla pulcherrima,Lepidoptera
7/8/20,Emerald Lake Shore,TR,T2,3,NA,Hemipteran,Pseudocymopterus montanus,Hemiptera
7/8/20,Emerald Lake Shore,TR,T2,3,NA,Beetles,Pseudocymopterus montanus,Coleoptera
7/8/20,Emerald Lake Shore,TR,T2,3,NA,Beetles,Pseudocymopterus montanus,Coleoptera
7/8/20,Emerald Lake Shore,TR,T2,3,NA,Beetles,Pseudocymopterus montanus,Coleoptera
7/8/20,Emerald Lake Shore,HB,T1,4,NA,Hemipteran,Pseudocymopterus montanus,Hemiptera
7/8/20,Emerald Lake Shore,HB,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/20,Emerald Lake Shore,HB,T1,4,NA,Hemipteran,Taraxacum officinale,Hemiptera
7/8/20,Emerald Lake Shore,CS,T2,4,NA,Hemipteran,Pseudocymopterus montanus,Hemiptera
7/8/20,Emerald Lake Shore,CS,T2,4,NA,Beetles,Potentilla pulcherrima,Coleoptera
7/8/20,Emerald Lake Shore,HB,T3,4,NA,Hemipteran,Pseudocymopterus montanus,Hemiptera
7/8/20,Emerald Lake Shore,CS,T3,4,NA,Hemipteran,Pseudocymopterus montanus,Hemiptera
7/8/20,Emerald Lake Shore,HB,T3,4,NA,Small black solitary bee,Linum lewisii,Hymenoptera
7/8/20,Emerald Lake Shore,HB,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/20,Emerald Lake Shore,HB,T3,4,NA,Small black solitary bee,Linum lewisii,Hymenoptera
7/8/20,Emerald Lake Shore,HB,T1,5,NA,Hemipteran,Fragaria virginiana,Hemiptera
7/8/20,Emerald Lake Shore,HB,T1,5,NA,Hemipteran,Taraxacum officinale,Lepidoptera
7/8/20,Emerald Lake Shore,CS,T2,5,NA,Beetles,Potentilla pulcherrima,Coleoptera
7/8/20,Emerald Lake Shore,AL,T3,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/9/20,Virginia Basin,AS,T1,1,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/9/20,Virginia Basin,AS,T1,1,1,Syrphidae,Linum lewisii,Diptera
7/9/20,Virginia Basin,AS,T1,1,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/9/20,Virginia Basin,AS,T1,1,1,Bombyliidae,Castilleja miniata,Diptera
7/9/20,Virginia Basin,TR,T2,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,CS,T3,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,CS,T3,1,1,Other fly,Senecio crassulus,Diptera
7/9/20,Virginia Basin,TR,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,TR,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,AS,T2,2,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/9/20,Virginia Basin,AS,T3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,AS,T3,2,1,Hemipteran,Fragaria virginiana,Hemiptera
7/9/20,Virginia Basin,AS,T3,2,1,Small black solitary bee,Ligusticum porteri,Hymenoptera
7/9/20,Virginia Basin,TR,T1,3,1,Wasps,Valeriana edulis,Hymenoptera
7/9/20,Virginia Basin,AS,T1,4,1,Bombyliidae,Linum lewisii,Diptera
7/9/20,Virginia Basin,AS,T1,4,1,Other fly,Senecio crassulus,Diptera
7/9/20,Virginia Basin,AS,T1,4,1,Other fly,Senecio crassulus,Diptera
7/9/20,Virginia Basin,AS,T1,4,1,Other fly,Ligusticum porteri,Diptera
7/9/20,Virginia Basin,CS,T2,4,1,Bombyliidae,Fragaria virginiana,Diptera
7/9/20,Virginia Basin,TR,T3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,TR,T1,5,1,Syrphidae,Linum lewisii,Diptera
7/9/20,Virginia Basin,TR,T1,5,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
7/9/20,Virginia Basin,TR,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,TR,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,TR,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/9/20,Virginia Basin,TR,T3,5,1,Small metallic solitary bee,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,KA,T2,1,NA,Beetles,Ligusticum porteri,Coleoptera
7/10/20,Pfeiler,KA,T2,1,NA,Wasps,Ligusticum porteri,Hymenoptera
7/10/20,Pfeiler,KA,T2,1,NA,Syrphidae,Ligusticum porteri,Diptera
7/10/20,Pfeiler,KA,T3,1,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/10/20,Pfeiler,KA,T3,1,NA,Big megachile,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,KA,T1,2,NA,Wasps,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,KA,T3,2,NA,Other fly,Potentilla pulcherrima,Diptera
7/10/20,Pfeiler,CS,T1,3,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/10/20,Pfeiler,CS,T1,3,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/10/20,Pfeiler,CS,T2,3,NA,Bombus bifarius,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,CS,T2,3,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,CS,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/10/20,Pfeiler,CS,T3,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/10/20,Pfeiler,CS,T3,3,NA,Wasps,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,CS,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/10/20,Pfeiler,CS,T3,4,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/10/20,Pfeiler,CS,T3,4,NA,Moths,Senecio crassulus,Lepidoptera
7/10/20,Pfeiler,KA,T1,5,NA,Other fly,Senecio crassulus,Diptera
7/10/20,Pfeiler,HB,T2,5,NA,Other fly,Senecio crassulus,Diptera
7/10/20,Pfeiler,HB,T2,5,NA,Wasps,Senecio crassulus,Hymenoptera
7/10/20,Pfeiler,HB,T3,5,NA,Small black solitary bee,Linum lewisii,Hymenoptera
7/10/20,Pfeiler,HB,T3,5,NA,Other fly,Senecio crassulus,Diptera
7/14/20,Emerald Lake Shore,KA,T1,1,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,CS,T1,2,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/14/20,Emerald Lake Shore,KA,T3,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,KA,T3,2,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,KA,T3,2,NA,Other fly,Potentilla pulcherrima,Diptera
7/14/20,Emerald Lake Shore,KA,T3,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,CS,T1,3,NA,Hemipteran,Potentilla pulcherrima,Hemiptera
7/14/20,Emerald Lake Shore,CS,T1,3,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,KA,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,KA,T2,3,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,AL,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,KA,T2,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/14/20,Emerald Lake Shore,KA,T2,4,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,AL,T3,4,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,CS,T1,5,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,CS,T1,5,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Hill,HB,T2,5,NA,Wasps,Heracleum sphondylium,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Hemipteran,Castilleja miniata,Hemiptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Small megachile,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,AL,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,CS,T3,5,NA,Hemipteran,Potentilla pulcherrima,Hemiptera
7/14/20,Emerald Lake Shore,CS,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/14/20,Emerald Lake Shore,CS,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/15/20,Virginia Basin,CS,T1,1,1,Hemipteran,Linum lewisii,Hemiptera
7/15/20,Virginia Basin,CS,T3,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/15/20,Virginia Basin,TR,T2,2,1,Other fly,Potentilla pulcherrima,Diptera
7/15/20,Virginia Basin,CS,T1,3,1,Other fly,Potentilla pulcherrima,Diptera
7/15/20,Virginia Basin,CS,T1,5,1,Other fly,Linum lewisii,Diptera
7/15/20,Virginia Basin,CS,T2,5,1,Syrphidae,Linum lewisii,Diptera
7/15/20,Virginia Basin,CS,T2,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/15/20,Virginia Basin,CS,T2,5,1,Other fly,Senecio crassulus,Diptera
7/16/20,Pfeiler,KA,T2,1,NA,Beetles,Erigeron speciosus,Coleoptera
7/16/20,Pfeiler,KA,T2,1,NA,Wasps,Ligusticum porteri,Hymenoptera
7/16/20,Pfeiler,KA,T2,1,NA,Other fly,Potentilla pulcherrima,Diptera
7/16/20,Pfeiler,KA,T2,1,NA,Other fly,Senecio crassulus,Diptera
7/16/20,Pfeiler,KA,T1,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T3,2,NA,Syrphidae,Erigeron speciosus,Diptera
7/16/20,Pfeiler,KA,T3,2,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/16/20,Pfeiler,KA,T1,3,NA,Small metallic solitary bee,Hymenoxys hoopesii,Hymenoptera
7/16/20,Pfeiler,KA,T2,3,NA,Syrphidae,Senecio crassulus,Diptera
7/16/20,Pfeiler,KA,T3,3,NA,Syrphidae,Erigeron speciosus,Diptera
7/16/20,Pfeiler,KA,T3,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T1,4,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/16/20,Pfeiler,KA,T2,4,NA,Small black solitary bee,Ipomopsis aggregata,Hymenoptera
7/16/20,Pfeiler,KA,T2,4,NA,Syrphidae,Ipomopsis aggregata,Diptera
7/16/20,Pfeiler,KA,T2,4,NA,Other fly,Agoseris glauca,Diptera
7/16/20,Pfeiler,KA,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T3,4,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T1,5,NA,Hemipteran,Senecio crassulus,Hemiptera
7/16/20,Pfeiler,KA,T2,5,NA,Syrphidae,Senecio crassulus,Diptera
7/16/20,Pfeiler,KA,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/16/20,Pfeiler,KA,T3,5,NA,Other fly,Linum lewisii,Diptera
7/16/20,Pfeiler,KA,T3,5,NA,Other fly,Linum lewisii,Diptera
7/17/20,Ohio Pass High,TR,T1,1,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,TR,T1,1,NA,Wasps,Ligusticum porteri,Hymenoptera
7/17/20,Ohio Pass High,KA,T3,1,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/17/20,Ohio Pass High,KA,T3,1,NA,Small metallic solitary bee,Helianthella quinquenervis,Hymenoptera
7/17/20,Ohio Pass High,KA,T2,2,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,KA,T2,2,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,KA,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,KA,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,KA,T2,2,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Eucephalus engelmannii,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Other fly,Eucephalus engelmannii,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,CS,T2,3,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/17/20,Ohio Pass High,CS,T2,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,TR,T3,3,NA,Other fly,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,CS,T1,4,NA,Other fly,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,CS,T1,4,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,CS,T2,4,NA,Other fly,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,TR,T3,4,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/17/20,Ohio Pass High,TR,T3,4,NA,Syrphidae,Helianthella quinquenervis,Diptera
7/17/20,Ohio Pass High,TR,T1,5,NA,Syrphidae,Ligusticum porteri,Diptera
7/17/20,Ohio Pass High,TR,T2,5,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,TR,T2,5,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/17/20,Ohio Pass High,KA,T3,5,NA,Bombus insularis,Helianthella quinquenervis,Hymenoptera
7/17/20,Ohio Pass High,KA,T3,5,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/17/20,Ohio Pass High,KA,T3,5,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,1,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,1,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T1,1,1,Other fly,Linum lewisii,Diptera
7/23/20,Virginia Basin,TR,T1,1,1,Other fly,Linum lewisii,Diptera
7/23/20,Emerald Lake Shore,KA,T3,1,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T1,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T1,2,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T1,2,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T1,2,1,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T1,2,1,Wasps,Potentilla pulcherrima,Hymenoptera
7/23/20,Emerald Lake Shore,KA,T2,2,NA,Other fly,Delphinium barbeyi,Diptera
7/23/20,Pfeiler,KA,T2,2,NA,Beetles,Hymenoxys hoopesii,Coleoptera
7/23/20,Pfeiler,KA,T2,2,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Pfeiler,KA,T2,2,NA,Hemipteran,Heliomeris multiflora,Hemiptera
7/23/20,Pfeiler,KA,T3,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T3,2,NA,Syrphidae,Erigeron speciosus,Diptera
7/23/20,Virginia Basin,TR,T1,3,1,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T2,3,1,Bombus bifarius,Castilleja sulphurea,Hymenoptera
7/23/20,Pfeiler,KA,T3,3,NA,Other fly,Erigeron speciosus,Diptera
7/23/20,Virginia Basin,TR,T3,3,1,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Emerald Lake Shore,KA,T1,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Pfeiler,KA,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T1,4,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T2,4,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/23/20,Virginia Basin,TR,T2,4,1,Bombus bifarius,Arnica parryi,Hymenoptera
7/23/20,Emerald Lake Hill,KA,T3,4,NA,Small black solitary bee,Erigeron speciosus,Hymenoptera
7/23/20,Emerald Lake Hill,KA,T3,4,NA,Other fly,Erigeron speciosus,Diptera
7/23/20,Emerald Lake Hill,KA,T3,4,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/23/20,Virginia Basin,TR,T3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Virginia Basin,TR,T1,5,1,Other fly,Linum lewisii,Diptera
7/23/20,Emerald Lake Shore,KA,T2,5,NA,Beetles,Potentilla pulcherrima,Coleoptera
7/23/20,Pfeiler,KA,T2,5,NA,Moths,Erigeron speciosus,Lepidoptera
7/23/20,Virginia Basin,TR,T2,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T2,5,1,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Pfeiler,KA,T3,5,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/23/20,Pfeiler,KA,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/23/20,Pfeiler,KA,T3,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/23/20,Virginia Basin,TR,T3,5,1,Bombyliidae,Ligusticum porteri,Diptera
7/27/20,Ohio Pass High,KA,T2,1,NA,Bombyliidae,Erigeron speciosus,Diptera
7/27/20,Ohio Pass High,TR,T3,1,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/27/20,Ohio Pass High,TR,T2,2,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
