date,site,who,transect,segment,round,gross_ID,plant,insect_order
7/27/20,Ohio Pass High,TR,T3,3,NA,Syrphidae,Heliomeris multiflora,Diptera
7/27/20,Ohio Pass High,TR,T1,4,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,TR,T1,4,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,TR,T1,4,NA,Syrphidae,Erigeron speciosus,Diptera
7/27/20,Ohio Pass High,KA,T3,4,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/27/20,Ohio Pass High,KA,T3,4,NA,Bombyliidae,Erigeron speciosus,Diptera
7/27/20,Ohio Pass High,KA,T3,4,NA,Big megachile,Erigeron speciosus,Hymenoptera
7/27/20,Ohio Pass High,TR,T1,5,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/27/20,Ohio Pass High,KA,T2,5,NA,Bombyliidae,Heliomeris multiflora,Diptera
7/27/20,Ohio Pass High,KA,T2,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,KA,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/27/20,Ohio Pass High,TR,T3,5,NA,Small black solitary bee,Heliomeris multiflora,Hymenoptera
7/27/20,Ohio Pass High,TR,T3,5,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/27/20,Ohio Pass High,TR,T3,5,NA,Syrphidae,Erigeron speciosus,Diptera
7/27/20,Ohio Pass High,TR,T3,5,NA,Big megachile,Helianthella quinquenervis,Hymenoptera
7/28/20,Pfeiler,TR,T2,1,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/28/20,Pfeiler,TR,T3,2,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/28/20,Pfeiler,KA,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/28/20,Pfeiler,KA,T1,4,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/28/20,Pfeiler,KA,T1,4,NA,Small black solitary bee,Agoseris glauca,Hymenoptera
7/28/20,Pfeiler,KA,T1,4,NA,Other fly,Erigeron speciosus,Diptera
7/28/20,Pfeiler,KA,T2,4,NA,Other fly,Erigeron speciosus,Diptera
7/28/20,Pfeiler,TR,T3,4,NA,Other fly,Erigeron speciosus,Diptera
7/28/20,Pfeiler,TR,T3,4,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/28/20,Pfeiler,TR,T3,4,NA,Moths,Erigeron speciosus,Lepidoptera
7/28/20,Pfeiler,TR,T3,4,NA,Syrphidae,Erigeron speciosus,Diptera
7/28/20,Pfeiler,KA,T2,5,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/29/20,Emerald Lake Hill,KA,T2,1,NA,Bombyliidae,Castilleja sulphurea,Diptera
7/29/20,Emerald Lake Hill,KA,T2,1,NA,Wasps,Castilleja sulphurea,Hymenoptera
7/29/20,Emerald Lake Shore,KA,T2,1,NA,Other fly,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T2,1,1,Other fly,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T1,2,1,Syrphidae,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T2,2,1,Syrphidae,Linum lewisii,Diptera
7/29/20,Emerald Lake Shore,KA,T3,2,NA,Moths,Potentilla pulcherrima,Lepidoptera
7/29/20,Virginia Basin,TR,T3,2,1,Other fly,Achillea millefolium,Diptera
7/29/20,Emerald Lake Shore,KA,T1,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/29/20,Emerald Lake Shore,KA,T2,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T2,3,1,Other fly,Potentilla pulcherrima,Diptera
7/29/20,Emerald Lake Shore,KA,T3,3,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T2,4,1,Other fly,Potentilla pulcherrima,Diptera
7/29/20,Emerald Lake Hill,KA,T3,4,NA,Hemipteran,Erigeron speciosus,Hemiptera
7/29/20,Virginia Basin,TR,T3,4,1,Bombus bifarius,Arnica parryi,Hymenoptera
7/29/20,Virginia Basin,TR,T1,5,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/29/20,Virginia Basin,TR,T1,5,1,Syrphidae,Linum lewisii,Diptera
7/29/20,Virginia Basin,TR,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/29/20,Virginia Basin,TR,T2,5,1,Other fly,Arnica parryi,Diptera
7/29/20,Emerald Lake Shore,KA,T3,5,NA,Bombus insularis,,Hymenoptera
7/31/20,Ohio Pass High,KA,T2,1,NA,Other fly,Erigeron speciosus,Diptera
7/31/20,Ohio Pass High,KA,T1,2,NA,Other fly,Erigeron speciosus,Diptera
7/31/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Heliomeris multiflora,Diptera
7/31/20,Ohio Pass High,KA,T1,3,NA,Syrphidae,Erigeron speciosus,Diptera
7/31/20,Ohio Pass High,TR,T2,3,NA,Other fly,Heliomeris multiflora,Diptera
7/31/20,Ohio Pass High,TR,T2,3,NA,Syrphidae,Erigeron speciosus,Diptera
7/31/20,Ohio Pass High,TR,T3,3,NA,Other fly,Heliomeris multiflora,Diptera
7/31/20,Ohio Pass High,TR,T3,3,NA,Other fly,Agoseris glauca,Diptera
7/31/20,Ohio Pass High,TR,T1,4,NA,Syrphidae,Heliomeris multiflora,Diptera
7/31/20,Ohio Pass High,TR,T1,4,NA,Other fly,Heliomeris multiflora,Diptera
7/31/20,Ohio Pass High,TR,T3,4,NA,Syrphidae,Heliomeris multiflora,Diptera
6/25/21,Pfeiler,AS,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
6/25/21,Pfeiler,AB,T1,4,NA,Other fly,Linum lewisii,Diptera
6/28/21,Ohio Pass High,SC,T2,1,NA,Syrphidae,Delphinium nuttallianum,Diptera
6/28/21,Ohio Pass High,KW,T2,4,NA,Other fly,Delphinium nuttallianum,Diptera
6/28/21,Ohio Pass High,KA,T2,5,NA,Bombus unknown,Delphinium nuttallianum,Hymenoptera
7/2/21,Virginia Basin,MC,T2,1,1,Other fly,Potentilla pulcherrima,Diptera
7/2/21,Virginia Basin,MC,T2,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/2/21,Pfeiler,MDS,T3,1,NA,Other fly,Ligusticum porteri,Diptera
7/2/21,Pfeiler,MDS,T3,1,NA,Other fly,Ligusticum porteri,Hymenoptera
7/2/21,Pfeiler,AS,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/2/21,Pfeiler,AS,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/2/21,Pfeiler,AS,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/2/21,Virginia Basin,KA,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/2/21,Virginia Basin,KA,T1,3,1,Other fly,Ligusticum porteri,Diptera
7/2/21,Virginia Basin,KA,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/2/21,Pfeiler,SC,T2,3,NA,Small black solitary bee,Senecio crassulus,Hymenoptera
7/2/21,Pfeiler,AB,T3,3,NA,Syrphidae,Ligusticum porteri,Diptera
7/2/21,Pfeiler,AS,T1,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/2/21,Pfeiler,AS,T1,4,NA,Other fly,Ligusticum porteri,Diptera
7/2/21,Pfeiler,AB,T2,4,NA,Other fly,Linum lewisii,Diptera
7/2/21,Virginia Basin,KA,T1,5,1,Small black solitary bee,Pseudocymopterus montanus,Hymenoptera
7/5/21,Ohio Pass High,MDS,T3,2,NA,Syrphidae,Ligusticum porteri,Diptera
7/5/21,Ohio Pass High,KA,T1,3,NA,Bombus flavifrons,Delphinium nuttallianum,Hymenoptera
7/5/21,Ohio Pass High,KA,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,KA,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,AS,T2,3,NA,Small metallic solitary bee,Lathyrus leucanthus,Hymenoptera
7/5/21,Ohio Pass High,AS,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,AS,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,AS,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,AS,T3,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,AS,T3,3,NA,Bombus bifarius,Senecio crassulus,Hymenoptera
7/5/21,Ohio Pass High,AS,T3,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,KA,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,KA,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,KA,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,KA,T2,4,NA,Bombus flavifrons,Delphinium nuttallianum,Hymenoptera
7/5/21,Ohio Pass High,KA,T2,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,MDS,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,MDS,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/5/21,Ohio Pass High,MDS,T1,5,NA,Other fly,Ligusticum porteri,Diptera
7/5/21,Ohio Pass High,AS,T2,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/5/21,Ohio Pass High,AS,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,KW,T1,1,1,Syrphidae,Linum lewisii,Diptera
7/7/21,Virginia Basin,TL,T2,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,TL,T2,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,TL,T3,1,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/7/21,Virginia Basin,KW,T1,2,1,Hemipteran,Senecio crassulus,Hemiptera
7/7/21,Virginia Basin,KW,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,KW,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,KW,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,KW,T1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,TL,T2,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,TL,T2,2,1,Other fly,Senecio crassulus,Diptera
7/7/21,Virginia Basin,AB,T3,2,1,Syrphidae,Ligusticum porteri,Diptera
7/7/21,Virginia Basin,AB,T3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AB,T1,3,1,Bombus sylvicola,Senecio crassulus,Hymenoptera
7/7/21,Virginia Basin,AB,T1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AB,T1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AB,T1,3,1,Other fly,Ligusticum porteri,Diptera
7/7/21,Virginia Basin,KW,T2,3,1,Unknown,Senecio crassulus,
7/7/21,Virginia Basin,KW,T2,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AS,T3,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,MDS,T1,4,1,Wasps,Linum lewisii,Hymenoptera
7/7/21,Virginia Basin,RA,T2,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,RA,T2,4,1,Syrphidae,Senecio crassulus,Diptera
7/7/21,Virginia Basin,AB,T3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AB,T3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,AB,T3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/7/21,Virginia Basin,KW,T1,5,1,Unknown,Linum lewisii,
7/7/21,Virginia Basin,AB,T2,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,KW,T1,1,NA,Small metallic solitary bee,Senecio crassulus,Hymenoptera
7/12/21,Ohio Pass High,KW,T1,1,NA,Other fly,Senecio crassulus,Diptera
7/12/21,Ohio Pass High,KW,T1,1,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/12/21,Ohio Pass High,SD,T2,1,NA,Other fly,Ligusticum porteri,Diptera
7/12/21,Ohio Pass High,TL,T3,1,NA,Bombus unknown,,Hymenoptera
7/12/21,Ohio Pass High,TL,T3,1,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,AS,T1,2,NA,Bombus flavifrons,Senecio atratus,Hymenoptera
7/12/21,Ohio Pass High,AS,T1,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,AS,T1,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Bombus bifarius,Senecio crassulus,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Bombus bifarius,Senecio crassulus,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,2,NA,Other fly,Helianthella quinquenervis,Diptera
7/12/21,Ohio Pass High,SD,T3,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,SD,T3,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,SD,T3,2,NA,Other fly,Ligusticum porteri,Diptera
7/12/21,Ohio Pass High,MC,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/12/21,Ohio Pass High,MC,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/12/21,Ohio Pass High,MC,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,MC,T1,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,SD,T2,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,SD,T2,3,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,TL,T3,3,NA,Wasps,Erigeron elatior,Hymenoptera
7/12/21,Ohio Pass High,TL,T3,3,NA,Other fly,Ligusticum porteri,Diptera
7/12/21,Ohio Pass High,TL,T2,4,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,TL,T2,4,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,MC,T3,4,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,MC,T3,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/12/21,Ohio Pass High,KW,T1,5,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/12/21,Ohio Pass High,KW,T1,5,NA,Moths,Erigeron elatior,Lepidoptera
7/12/21,Ohio Pass High,KW,T1,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,KW,T1,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/12/21,Ohio Pass High,KW,T1,5,NA,Other fly,Ligusticum porteri,Diptera
7/15/21,Pfeiler,AS,T2,1,NA,Bombus mixtus,Helianthella quinquenervis,Hymenoptera
7/15/21,Pfeiler,AS,T3,1,NA,Hemipteran,Ligusticum porteri,Hemiptera
7/15/21,Pfeiler,AB,T1,2,NA,Hemipteran,Senecio crassulus,Hemiptera
7/15/21,Pfeiler,DG,T2,2,NA,Beetles,Ligusticum porteri,Coleoptera
7/15/21,Pfeiler,AS,T3,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/15/21,Pfeiler,KW,T2,3,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/15/21,Pfeiler,KW,T2,3,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/15/21,Pfeiler,KW,T1,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/15/21,Pfeiler,AB,T3,4,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/15/21,Pfeiler,KW,T3,5,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,TL,T1,1,1,Bombus sylvicola,Senecio crassulus,Hymenoptera
7/16/21,Virginia Basin,TL,T1,1,1,Bombus sylvicola,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,TL,T1,1,1,Bombus sylvicola,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,MC,T2,1,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,MC,T2,1,1,Other fly,Ligusticum porteri,Diptera
7/16/21,Virginia Basin,AB,T3,1,1,Bombus sylvicola,Senecio crassulus,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Bombus unknown,Senecio crassulus,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Bombus frigidus,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Bombus frigidus,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,2,1,Other fly,Potentilla pulcherrima,Diptera
7/16/21,Virginia Basin,KA,T1,3,1,Bombus kirbiellus,Senecio crassulus,Hymenoptera
7/16/21,Virginia Basin,KA,T1,3,1,Other fly,Linum lewisii,Diptera
7/16/21,Virginia Basin,KA,T1,3,1,Syrphidae,Linum lewisii,Diptera
7/16/21,Virginia Basin,KA,T2,3,1,Bombus bifarius,Potentilla pulcherrima,Hymenoptera
7/16/21,Virginia Basin,KA,T2,3,1,Bombus bifarius,Potentilla pulcherrima,Hymenoptera
7/16/21,Virginia Basin,KA,T2,4,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,4,1,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/16/21,Virginia Basin,KA,T3,4,1,Other fly,Senecio crassulus,Diptera
7/16/21,Virginia Basin,AB,T1,5,1,Bombus flavifrons,Senecio bigelovii,Hymenoptera
7/16/21,Virginia Basin,MC,T2,5,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/16/21,Virginia Basin,KA,T3,5,1,Other fly,Ligusticum porteri,Diptera
7/20/21,Ohio Pass High,MC,T2,1,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,1,NA,Bombus flavifrons,Arnica parryi,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,1,NA,Bombus flavifrons,Arnica parryi,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,1,NA,Other fly,Senecio crassulus,Diptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Bombus mixtus,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,1,NA,Other fly,Potentilla pulcherrima,Diptera
7/20/21,Ohio Pass High,MC,T1,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,2,NA,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Bombus unknown,Senecio crassulus,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Bombus centralis,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Other fly,Potentilla pulcherrima,Diptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Other fly,Erigeron speciosus,Diptera
7/20/21,Ohio Pass High,AS,T2,2,NA,Other fly,Ligusticum porteri,Diptera
7/20/21,Ohio Pass High,MC,T3,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,MC,T3,2,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,MC,T3,2,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,3,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T2,3,NA,Bombus flavifrons,Eucephalus engelmannii,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,4,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,4,NA,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,4,NA,Syrphidae,Potentilla pulcherrima,Diptera
7/20/21,Ohio Pass High,AS,T2,4,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,5,NA,Bombus unknown,Heliomeris multiflora,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,5,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,5,NA,Small metallic solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,MC,T1,5,NA,Other fly,Potentilla pulcherrima,Diptera
7/20/21,Ohio Pass High,AS,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,AS,T2,5,NA,Bombyliidae,Potentilla pulcherrima,Diptera
7/20/21,Ohio Pass High,AS,T2,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,5,NA,Small black solitary bee,Erigeron speciosus,Hymenoptera
7/20/21,Ohio Pass High,AS,T3,5,NA,Other fly,Achillea millefolium,Diptera
7/20/21,Ohio Pass High,AS,T3,5,NA,Wasps,Potentilla pulcherrima,Hymenoptera
7/21/21,Virginia Basin,SD,T2,1,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/21/21,Virginia Basin,SD,T2,1,1,Other fly,Potentilla pulcherrima,Diptera
7/21/21,Virginia Basin,AS,T3,1,1,Other fly,Achillea millefolium,Diptera
7/21/21,Virginia Basin,AB,T2,2,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
