date,site,who,transect,segment,round,gross_ID,plant,insect_order
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,4,2,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Hemipteran,Potentilla pulcherrima,Hemiptera
7/11/22,Ohio Pass High,KA,T2,4,3,Bombus bifarius,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T3,4,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Small metallic solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,2,Syrphidae,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T2,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T2,5,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T3,5,1,Syrphidae,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MC,P3,1,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,CA,P1,2,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,CA,P1,2,1,Hemipteran,Potentilla pulcherrima,Hemiptera
7/13/22,Virginia Basin,CA,P1,2,1,Wasps,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MDS,P3,2,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MDS,P3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Other fly,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P3,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P7,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,4,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,4,1,Bombyliidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Other fly,Linum lewisii,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Syrphidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Other fly,Linum lewisii,Diptera
7/13/22,Virginia Basin,MC,P3,4,1,Syrphidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MDS,P7,4,1,Bombus unknown,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MMC,P7,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MDS,P7,4,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P3,5,1,Other fly,Potentilla pulcherrima,Diptera
7/13/22,Virginia Basin,CA,P3,5,1,Small black solitary bee,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,CA,P7,5,1,Other fly,Potentilla pulcherrima,Diptera
7/13/22,Virginia Basin,CA,P7,5,1,Other fly,Androsace septentrionalis,Diptera
7/19/22,Virginia Basin,DL,P7,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P1,2,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,DL,P3,2,1,Syrphidae,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,MDS,P7,2,1,Bombus kirbiellus,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MDS,P7,2,1,Other fly,Ligusticum porteri,Diptera
7/19/22,Virginia Basin,MC,P3,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P3,3,1,Other fly,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,MDS,P1,4,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/19/22,Virginia Basin,MDS,P1,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,DL,P3,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,DL,P7,4,1,Other fly,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,DL,P7,4,1,Other fly,Senecio crassulus,Diptera
7/19/22,Virginia Basin,MC,P1,5,1,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MC,P1,5,1,Small black solitary bee,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MC,P1,5,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,MC,P1,5,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,MDS,P3,5,1,Bombus californicus,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MDS,P7,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,2,Bombus flavifrons,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,1,2,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,1,3,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,1,3,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,1,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,1,3,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,1,3,Wasps,Heliomeris multiflora,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,2,2,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T2,2,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,2,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,2,2,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,2,2,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,3,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T1,3,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,3,3,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,MC,T2,3,1,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Other fly,Senecio crassulus,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus flavifrons,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,4,2,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,4,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,4,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,1,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,DL,T3,4,2,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,DL,T1,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,5,2,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T1,5,3,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,5,3,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,5,1,Small metallic solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,5,2,Syrphidae,Erigeron elatior,Diptera
7/20/22,Ohio Pass High,DL,T2,5,3,Hemipteran,Potentilla pulcherrima,Hemiptera
7/20/22,Ohio Pass High,DL,T2,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T3,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,DL,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,DL,T1,1,2,Small black solitary bee,Erigeron elatior,Hymenoptera
7/26/22,Ohio Pass High,DL,T2,1,1,Bombus sylvicola,Hymenoxys hoopesii,Hymenoptera
7/26/22,Ohio Pass High,DL,T2,1,2,Bombus flavifrons,Hymenoxys hoopesii,Hymenoptera
7/26/22,Ohio Pass High,CA,T2,1,3,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T2,1,3,Bombus appositus,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T3,1,2,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/26/22,Ohio Pass High,CA,T3,1,3,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T3,1,2,Other fly,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,DL,T1,2,1,Bombus flavifrons,Chrysothamnus viscidiflorus,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,2,1,Bombus frigidus,Castilleja sulphurea,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,2,2,Bombus sylvicola,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,2,2,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,2,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,2,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,2,3,Small black solitary bee,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,2,2,Other fly,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,CA,T1,2,2,Moths,Erigeron speciosus,Lepidoptera
7/26/22,Ohio Pass High,CA,T2,2,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,CA,T2,2,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,CA,T2,2,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,CA,T2,2,1,Syrphidae,Erigeron elatior,Diptera
7/26/22,Ohio Pass High,CA,T2,2,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/26/22,Ohio Pass High,CA,T2,2,1,Other fly,Potentilla pulcherrima,Diptera
7/26/22,Ohio Pass High,CA,T2,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/26/22,Ohio Pass High,DL,T3,2,1,Bombus sylvicola,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,DL,T3,2,2,Bombus bifarius,Hymenoxys hoopesii,Hymenoptera
7/26/22,Ohio Pass High,DL,T3,2,2,Bombus flavifrons,Hymenoxys hoopesii,Hymenoptera
7/26/22,Ohio Pass High,CA,T3,2,3,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,3,1,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,DL,T1,3,2,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,3,3,Bombus sylvicola,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,3,3,Syrphidae,Senecio crassulus,Diptera
7/26/22,Ohio Pass High,CA,T1,3,1,Other fly,Senecio crassulus,Diptera
7/26/22,Ohio Pass High,CA,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,CA,T2,3,1,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T2,3,2,Syrphidae,Potentilla pulcherrima,Diptera
7/26/22,Ohio Pass High,CA,T3,3,1,Syrphidae,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,CA,T3,3,2,Syrphidae,Erigeron elatior,Diptera
7/26/22,Ohio Pass High,CA,T3,3,1,Other fly,Potentilla pulcherrima,Diptera
7/26/22,Ohio Pass High,CA,T3,3,2,Other fly,Ligusticum porteri,Diptera
7/26/22,Ohio Pass High,CA,T1,4,3,Bombus sylvicola,Erigeron speciosus,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,4,3,Bombus sylvicola,Senecio crassulus,Hymenoptera
7/26/22,Ohio Pass High,CA,T1,4,1,Syrphidae,Senecio crassulus,Diptera
7/26/22,Ohio Pass High,DL,T2,4,1,Bombus flavifrons,Castilleja sulphurea,Hymenoptera
7/26/22,Ohio Pass High,DL,T2,4,1,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,DL,T3,4,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/26/22,Ohio Pass High,DL,T3,4,3,Syrphidae,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,CA,T3,4,2,Other fly,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,DL,T2,5,2,Syrphidae,Potentilla pulcherrima,Diptera
7/26/22,Ohio Pass High,CA,T2,5,3,Syrphidae,Erigeron elatior,Diptera
7/26/22,Ohio Pass High,DL,T2,5,2,Other fly,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,DL,T2,5,2,Other fly,Erigeron speciosus,Diptera
7/26/22,Ohio Pass High,CA,T2,5,3,Other fly,Potentilla pulcherrima,Diptera
7/26/22,Ohio Pass High,DL,T3,5,3,Syrphidae,Erigeron speciosus,Diptera
7/27/22,Virginia Basin,DL,P1,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,MMC,P3,1,1,Other fly,Senecio crassulus,Diptera
7/27/22,Virginia Basin,CA,P7,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,CA,P7,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,CA,P7,1,1,Bombyliidae,Linum lewisii,Diptera
7/27/22,Virginia Basin,DL,P1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/27/22,Virginia Basin,DL,P1,2,1,Beetles,Ligusticum porteri,Coleoptera
7/27/22,Virginia Basin,DL,P3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/27/22,Virginia Basin,MMC,P1,3,1,Bombus frigidus,Helianthella quinquenervis,Hymenoptera
7/27/22,Virginia Basin,MMC,P1,3,1,Other fly,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,CA,P1,4,1,Other fly,Achillea millefolium,Diptera
7/27/22,Virginia Basin,CA,P1,4,1,Wasps,Achillea millefolium,Hymenoptera
7/27/22,Virginia Basin,MMC,P3,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,MMC,P3,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,MMC,P3,4,1,Other fly,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,MMC,P3,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/27/22,Virginia Basin,CA,P7,4,1,Bombus frigidus,Helianthella quinquenervis,Hymenoptera
7/27/22,Virginia Basin,MMC,P1,5,1,Other fly,Linum lewisii,Diptera
7/27/22,Virginia Basin,MMC,P1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/27/22,Virginia Basin,MMC,P1,5,1,Other fly,Linum lewisii,Diptera
7/27/22,Virginia Basin,CA,P7,5,1,Bombus frigidus,Helianthella quinquenervis,Hymenoptera
8/3/22,Ohio Pass High,MC,T1,1,2,Syrphidae,Erigeron speciosus,Diptera
8/3/22,Ohio Pass High,MC,T1,1,2,Other fly,Erigeron speciosus,Diptera
8/3/22,Ohio Pass High,CA,T2,1,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T2,1,2,Bombus sylvicola,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T2,1,3,Bombus kirbiellus,Hymenoxys hoopesii,Hymenoptera
8/3/22,Ohio Pass High,MC,T3,1,3,Bombus sylvicola,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T3,1,3,Small black solitary bee,Erigeron speciosus,Hymenoptera
8/3/22,Ohio Pass High,MC,T3,1,2,Syrphidae,Erigeron speciosus,Diptera
8/3/22,Ohio Pass High,CA,T1,2,2,Syrphidae,Erigeron speciosus,Diptera
8/3/22,Ohio Pass High,MC,T1,2,3,Small black solitary bee,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T1,2,3,Wasps,Castilleja sulphurea,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,3,3,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,3,2,Syrphidae,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,CA,T1,3,3,Bombyliidae,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,CA,T1,3,2,Other fly,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,MC,T2,3,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T2,3,2,Other fly,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,MC,T3,3,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,2,Bombus sylvicola,Castilleja sulphurea,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,3,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,3,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,CA,T1,4,3,Bombus sylvicola,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T2,4,2,Bombus sylvicola,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T2,4,2,Bombus rufocinctus,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T2,4,2,Syrphidae,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,MC,T1,5,3,Small black solitary bee,Erigeron speciosus,Hymenoptera
8/3/22,Ohio Pass High,MC,T2,5,3,Syrphidae,Heliomeris multiflora,Diptera
8/3/22,Ohio Pass High,CA,T3,5,2,Bombus bifarius,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T3,5,3,Bombus unknown,Heliomeris multiflora,Hymenoptera
8/3/22,Ohio Pass High,MC,T3,5,3,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
8/9/22,Virginia Basin,MC,P3,4,NA,Bombus unknown,Vicia americana,Hymenoptera
8/9/22,Virginia Basin,MC,P7,4,NA,Small metallic solitary bee,Vicia americana,Hymenoptera
8/9/22,Virginia Basin,CA,P1,5,NA,Bombus kirbiellus,Vicia americana,Hymenoptera